,ConversationId,ConversationInitiated,ConversationDate,ConversationEndedBy,Id,Initiated,Event,Text,ParticipantId,ParticipantRole,QueueDuration,Duration,Abandoned,VisitorWait,AnyText
3811,5c49325dd1302b4e6e01221c,1548300893397,2019-01-24 03:34:53,SYSTEM,5c49350dd1302b4e6e013f51,2019-01-24 03:46:21,,"Just so you know, \nthe business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?",wFu6TqMy5aa^a3,Agent,,43213345.0,True,,"Just so you know, \nthe business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?"
3931,5c493a8ed1302b4e6e017800,1548302990521,2019-01-24 04:09:50,SYSTEM,5c4943cad1302b4e6e01f737,2019-01-24 04:49:14,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?",vquMTGMU5aaUaY,Agent,,43203197.0,True,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?"
3948,5c493ac9d1302b4e6e017cd7,1548303049740,2019-01-24 04:10:49,SYSTEM,5c493f4fd1302b4e6e01af0d,2019-01-24 04:30:07,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?",wFu6TqMy5aa^a3,Agent,,188456.0,True,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?"
3952,5c493ac9d1302b4e6e017cd7,1548303049740,2019-01-24 04:10:49,SYSTEM,5c494339d1302b4e6e01f042,2019-01-24 04:46:49,,May I text you information on where to get anonymous help?,wFu6TqMy5aa^a3,Agent,,605670.0,True,,May I text you information on where to get anonymous help?
4062,5c4940aed1302b4e6e01c622,1548304558157,2019-01-24 04:35:58,SYSTEM,5c4943fad1302b4e6e01fa44,2019-01-24 04:50:02,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?",vquMTGMU5aaUaY,Agent,,9909341.0,True,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?"
4236,5c4a7d43d1302b4e6e07d743,1548385603116,2019-01-25 03:06:43,SYSTEM,5c4a909ad1302b4e6e0890ab,2019-01-25 04:29:14,,Were you aware that buying sex is illegal?,EKVnTGMw5aagaU,Agent,,78298.0,True,,Were you aware that buying sex is illegal?
4245,5c4a7d43d1302b4e6e07d743,1548385603116,2019-01-25 03:06:43,SYSTEM,5c4a92b6d1302b4e6e08a75c,2019-01-25 04:38:14,,Thanks. May I text you information on where to get anonymous help?,EKVnTGMw5aagaU,Agent,,133540.0,True,,Thanks. May I text you information on where to get anonymous help?
4292,5c4a8b37d1302b4e6e0848e5,1548389175210,2019-01-25 04:06:15,SYSTEM,5c4a97d0d1302b4e6e08ce5e,2019-01-25 05:00:00,,May I text you information on where to get anonymous help?,vquMTGMU5aaUaY,Agent,,43202857.0,True,,May I text you information on where to get anonymous help?
4380,5c4a8f92d1302b4e6e088063,1548390290859,2019-01-25 04:24:50,SYSTEM,5c4a9ecbd1302b4e6e090394,2019-01-25 05:29:47,,May I text you information on where to get anonymous help?,EKVnTGMw5aagaU,Agent,,243057.0,True,,May I text you information on where to get anonymous help?
4432,5c4a9eadd1302b4e6e0902e6,1548394157660,2019-01-25 05:29:17,SYSTEM,5c4aa096d1302b4e6e0921e3,2019-01-25 05:37:26,,Ok miss. May I text you information on where to get anonymous help?,vquMTGMU5aaUaY,Agent,,42319.0,True,,Ok miss. May I text you information on where to get anonymous help?
4461,5c4a9f43d1302b4e6e090be2,1548394307654,2019-01-25 05:31:47,SYSTEM,5c4aa0b7d1302b4e6e092411,2019-01-25 05:37:59,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?",vquMTGMU5aaUaY,Agent,,91589.0,True,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?"
4468,5c4a9f43d1302b4e6e090be2,1548394307654,2019-01-25 05:31:47,SYSTEM,5c4aa246d1302b4e6e093d29,2019-01-25 05:44:38,,Can I text you information on where to get anonymous help?,vquMTGMU5aaUaY,Agent,,324918.0,True,,Can I text you information on where to get anonymous help?
4496,5c4aa10bd1302b4e6e092a73,1548394763956,2019-01-25 05:39:23,SYSTEM,5c4aa37fd1302b4e6e094dde,2019-01-25 05:49:51,,"\nYeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?",vquMTGMU5aaUaY,Agent,,43201946.0,True,,"\nYeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?"
4524,5c4bd9a2d1302b4e6e0e46e6,1548474786975,2019-01-26 03:53:06,SYSTEM,5c4be4e9d1302b4e6e0e8cff,2019-01-26 04:41:13,,\n\nAre you aware that buying sex is illegal?,wFu6TqMy5aa^a3,Agent,,30392.0,True,,\n\nAre you aware that buying sex is illegal?
4624,5c4be2a2d1302b4e6e0e70ad,1548477090822,2019-01-26 04:31:30,SYSTEM,5c4be721d1302b4e6e0e9c01,2019-01-26 04:50:41,,May I text you information on where to get anonymous help?,DQVCTWMS5aaaaN,Agent,,572003.0,True,,May I text you information on where to get anonymous help?
4648,5c4be2c6d1302b4e6e0e7208,1548477126008,2019-01-26 04:32:06,SYSTEM,5c4be8c3d1302b4e6e0eaaa1,2019-01-26 04:57:39,,May I text you information on where to get anonymous help?,FGV8TqMa5aama!,Agent,,58304.0,True,,May I text you information on where to get anonymous help?
4727,5c4bea00d1302b4e6e0eb1e0,1548478976123,2019-01-26 05:02:56,SYSTEM,5c4bec71d1302b4e6e0ebfd2,2019-01-26 05:13:21,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?",wFu6TqMy5aa^a3,Agent,,119414.0,True,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?"
4759,5c4beab0d1302b4e6e0eb454,1548479152411,2019-01-26 05:05:52,SYSTEM,5c4bf1b4d1302b4e6e0eda38,2019-01-26 05:35:48,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?",EKVnTGMw5aagaU,Agent,,437259.0,True,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?"
4800,5c4bf310d1302b4e6e0ede1f,1548481296652,2019-01-26 05:41:36,SYSTEM,5c4bf72bd1302b4e6e0effe3,2019-01-26 05:59:07,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?",FGV8TqMa5aama!,Agent,,3847.0,True,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?"
4817,5c4bf32ad1302b4e6e0ee0a3,1548481322410,2019-01-26 05:42:02,SYSTEM,5c4bf750d1302b4e6e0f0172,2019-01-26 05:59:44,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?",FGV8TqMa5aama!,Agent,,4503.0,True,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?"
4834,5c4bf4d6d1302b4e6e0eeb5e,1548481750564,2019-01-26 05:49:10,SYSTEM,5c4bf768d1302b4e6e0f02fe,2019-01-26 06:00:08,,May I text you information on where to get anonymous help?,vquMTGMU5aaUaY,Agent,,32382.0,True,,May I text you information on where to get anonymous help?
4972,5c5235b3d1302b4e6e1b3c45,1548891571861,2019-01-30 23:39:31,SYSTEM,5c526511d1302b4e6e1cb2e9,2019-01-31 03:01:37,,"come on, stick with me...\n the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?",EKVnTGMw5aagaU,Agent,,56690.0,True,,"come on, stick with me...\n the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?"
4974,5c5235b3d1302b4e6e1b3c45,1548891571861,2019-01-30 23:39:31,SYSTEM,5c526622d1302b4e6e1cc633,2019-01-31 03:06:10,,"ok, but first let me tell you that If you are prosecuted you face expensive fines. If the girl is a minor, the penalties increase dramatically and can ruin your life. You may also have to register as a Sex Offender. These penalties are for first time offenders. If you respond to one of these ads again, these things could happen to you. \n\nDo you understand\n?",EKVnTGMw5aagaU,Agent,,43204701.0,True,,"ok, but first let me tell you that If you are prosecuted you face expensive fines. If the girl is a minor, the penalties increase dramatically and can ruin your life. You may also have to register as a Sex Offender. These penalties are for first time offenders. If you respond to one of these ads again, these things could happen to you. \n\nDo you understand\n?"
5110,5c525668d1302b4e6e1c3b1a,1548899944055,2019-01-31 01:59:04,SYSTEM,5c526630d1302b4e6e1cc799,2019-01-31 03:06:24,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?",wFu6TqMy5aa^a3,Agent,,1305828.0,True,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?"
5139,5c5257ddd1302b4e6e1c3dd3,1548900317041,2019-01-31 02:05:17,SYSTEM,5c526237d1302b4e6e1c8978,2019-01-31 02:49:27,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?",wFu6TqMy5aa^a3,Agent,,110380.0,True,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?"
5176,5c525929d1302b4e6e1c4094,1548900649176,2019-01-31 02:10:49,SYSTEM,5c526598d1302b4e6e1cbbc6,2019-01-31 03:03:52,,"for real bro Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?",wFu6TqMy5aa^a3,Agent,,231312.0,True,,"for real bro Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?"
5232,5c526157d1302b4e6e1c81a7,1548902743643,2019-01-31 02:45:43,SYSTEM,5c52642bd1302b4e6e1ca356,2019-01-31 02:57:47,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?",EKVnTGMw5aagaU,Agent,,65327.0,True,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?"
5237,5c526157d1302b4e6e1c81a7,1548902743643,2019-01-31 02:45:43,SYSTEM,5c5264dad1302b4e6e1cad7d,2019-01-31 03:00:42,,glad you understand...May I text you information on where to get anonymous help?,EKVnTGMw5aagaU,Agent,,34966.0,True,,glad you understand...May I text you information on where to get anonymous help?
5279,5c526450d1302b4e6e1ca6b4,1548903504240,2019-01-31 02:58:24,SYSTEM,5c5268c7d1302b4e6e1ced0d,2019-01-31 03:17:27,,"well, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?",EKVnTGMw5aagaU,Agent,,1786558.0,True,,"well, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?"
5360,5c526904d1302b4e6e1cf0a7,1548904708568,2019-01-31 03:18:28,SYSTEM,5c526b52d1302b4e6e1d103f,2019-01-31 03:28:18,,"ok, cool...but, hey\n the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?",EKVnTGMw5aagaU,Agent,,1194897.0,True,,"ok, cool...but, hey\n the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?"
5384,5c526a09d1302b4e6e1cfd10,1548904969678,2019-01-31 03:22:49,SYSTEM,5c52701cd1302b4e6e1d4e84,2019-01-31 03:48:44,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?",wFu6TqMy5aa^a3,Agent,,66231.0,True,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?"
5426,5c526f04d1302b4e6e1d3a21,1548906244677,2019-01-31 03:44:04,SYSTEM,5c5273b9d1302b4e6e1d7a01,2019-01-31 04:04:09,,"just stick with me for one more minute...yeah\n, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?",EKVnTGMw5aagaU,Agent,,99818.0,True,,"just stick with me for one more minute...yeah\n, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?"
5440,5c527055d1302b4e6e1d5187,1548906581578,2019-01-31 03:49:41,SYSTEM,5c527191d1302b4e6e1d654b,2019-01-31 03:54:57,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?",EKVnTGMw5aagaU,Agent,,1120000.0,True,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?"
5791,5c538404d1302b4e6e22e51a,1548977156174,2019-01-31 23:25:56,SYSTEM,5c53a256d1302b4e6e248d7d,2019-02-01 01:35:18,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?",vquMTGMU5aaUaY,Agent,,43203815.0,True,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?"
5847,5c538833d1302b4e6e2302fd,1548978227424,2019-01-31 23:43:47,SYSTEM,5c539f33d1302b4e6e242f59,2019-02-01 01:21:55,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?",vquMTGMU5aaUaY,Agent,,116530.0,True,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?"
5851,5c538833d1302b4e6e2302fd,1548978227424,2019-01-31 23:43:47,SYSTEM,5c53a102d1302b4e6e246bf2,2019-02-01 01:29:38,,May I text you information on where to get anonymous help?,vquMTGMU5aaUaY,Agent,,43202406.0,True,,May I text you information on where to get anonymous help?
5867,5c5388f9d1302b4e6e2306fd,1548978425807,2019-01-31 23:47:05,3139481840,5c53a239d1302b4e6e248a83,2019-02-01 01:34:49,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?",vquMTGMU5aaUaY,Agent,,9249.0,False,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?"
6245,5c53a61ed1302b4e6e24ef7f,1548985886075,2019-02-01 01:51:26,SYSTEM,5c53c81ed1302b4e6e2775f9,2019-02-01 04:16:30,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?",EKVnTGMw5aagaU,Agent,,1772955.0,True,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?"
6264,5c53a62cd1302b4e6e24f1a2,1548985900674,2019-02-01 01:51:40,SYSTEM,5c53d01fd1302b4e6e2840a0,2019-02-01 04:50:39,,Your # is now recorded attempting to buy sex online and is available for police follow up. Arrests have been made. Cooperation will be noted.,EKVnTGMw5aagaU,Agent,,158868.0,True,,Your # is now recorded attempting to buy sex online and is available for police follow up. Arrests have been made. Cooperation will be noted.
6266,5c53a62cd1302b4e6e24f1a2,1548985900674,2019-02-01 01:51:40,SYSTEM,5c53d0f0d1302b4e6e2860be,2019-02-01 04:54:08,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?",EKVnTGMw5aagaU,Agent,,43203479.0,True,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?"
6345,5c53ad19d1302b4e6e2542a6,1548987673891,2019-02-01 02:21:13,SYSTEM,5c53c35fd1302b4e6e26d41f,2019-02-01 03:56:15,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?",DQVCTWMS5aaaaN,Agent,,43208651.0,True,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?"
6354,5c53ad41d1302b4e6e254810,1548987713304,2019-02-01 02:21:53,SYSTEM,5c53c70dd1302b4e6e2757c1,2019-02-01 04:11:57,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?",DQVCTWMS5aaaaN,Agent,,43214802.0,True,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?"
6380,5c53ae7cd1302b4e6e255a3b,1548988028153,2019-02-01 02:27:08,SYSTEM,5c53c3ead1302b4e6e26f02d,2019-02-01 03:58:34,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?",DQVCTWMS5aaaaN,Agent,,270376.0,True,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?"
6385,5c53ae7cd1302b4e6e255a3b,1548988028153,2019-02-01 02:27:08,SYSTEM,5c53c68dd1302b4e6e27453a,2019-02-01 04:09:49,,May I text you information on where to get anonymous help?,DQVCTWMS5aaaaN,Agent,,89703.0,True,,May I text you information on where to get anonymous help?
6402,5c53af82d1302b4e6e255e6d,1548988290065,2019-02-01 02:31:30,SYSTEM,5c53c331d1302b4e6e26ca4e,2019-02-01 03:55:29,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?",DQVCTWMS5aaaaN,Agent,,43208531.0,True,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?"
6437,5c53b18fd1302b4e6e256c48,1548988815022,2019-02-01 02:40:15,SYSTEM,5c53ca7fd1302b4e6e27c429,2019-02-01 04:26:39,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?",EKVnTGMw5aagaU,Agent,,219141.0,True,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?"
6527,5c53b637d1302b4e6e259c62,1548990007581,2019-02-01 03:00:07,SYSTEM,5c53c073d1302b4e6e266352,2019-02-01 03:43:47,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?",DQVCTWMS5aaaaN,Agent,,43200785.0,True,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?"
6555,5c53b7cbd1302b4e6e25a88a,1548990411873,2019-02-01 03:06:51,SYSTEM,5c53c30bd1302b4e6e26c4b6,2019-02-01 03:54:51,,May I text you information on where to get anonymous help?,DQVCTWMS5aaaaN,Agent,,2008385.0,True,,May I text you information on where to get anonymous help?
6572,5c53b8bfd1302b4e6e25af40,1548990655636,2019-02-01 03:10:55,SYSTEM,5c53beb7d1302b4e6e261952,2019-02-01 03:36:23,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?",EKVnTGMw5aagaU,Agent,,192209.0,True,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?"
6664,5c53bea0d1302b4e6e26109c,1548992160255,2019-02-01 03:36:00,SYSTEM,5c53c65ad1302b4e6e273b44,2019-02-01 04:08:58,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?",DQVCTWMS5aaaaN,Agent,,30403.0,True,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?"
6670,5c53bea0d1302b4e6e26109c,1548992160255,2019-02-01 03:36:00,SYSTEM,5c53c8c3d1302b4e6e278787,2019-02-01 04:19:15,,May I text you information on where to get anonymous help?,DQVCTWMS5aaaaN,Agent,,43203950.0,True,,May I text you information on where to get anonymous help?
6680,5c53beb0d1302b4e6e2616d5,1548992176724,2019-02-01 03:36:16,SYSTEM,5c53c097d1302b4e6e266743,2019-02-01 03:44:23,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?",DQVCTWMS5aaaaN,Agent,,43211952.0,True,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?"
