,ConversationId,ConversationInitiated,ConversationDate,ConversationEndedBy,Id,Initiated,Event,Text,ParticipantId,ParticipantRole,QueueDuration,Duration,Abandoned,VisitorWait,AnyText
6836,5c53c30dd1302b4e6e26c618,1548993293326,2019-02-01 03:54:53,SYSTEM,5c53c6c5d1302b4e6e274dc6,2019-02-01 04:10:45,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?",DQVCTWMS5aaaaN,Agent,,30582.0,True,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?"
6841,5c53c30dd1302b4e6e26c618,1548993293326,2019-02-01 03:54:53,SYSTEM,5c53c929d1302b4e6e279353,2019-02-01 04:20:57,,May I text you information on where to get anonymous help?,DQVCTWMS5aaaaN,Agent,,43211824.0,True,,May I text you information on where to get anonymous help?
6930,5c53ca11d1302b4e6e27b0cd,1548995089778,2019-02-01 04:24:49,SYSTEM,5c53cbe9d1302b4e6e27ec75,2019-02-01 04:32:41,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?",DQVCTWMS5aaaaN,Agent,,43213363.0,True,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?"
6964,5c53ce81d1302b4e6e281de7,1548996225415,2019-02-01 04:43:45,SYSTEM,5c53d141d1302b4e6e287019,2019-02-01 04:55:29,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?",DQVCTWMS5aaaaN,Agent,,43202779.0,True,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?"
7017,5c53d227d1302b4e6e287df3,1548997159668,2019-02-01 04:59:19,SYSTEM,5c53d93dd1302b4e6e2964d1,2019-02-01 05:29:33,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?",DQVCTWMS5aaaaN,Agent,,1152011.0,True,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?"
7082,5c53d3a6d1302b4e6e28b219,1548997542102,2019-02-01 05:05:42,SYSTEM,5c53d457d1302b4e6e28c576,2019-02-01 05:08:39,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?",EKVnTGMw5aagaU,Agent,,2303690.0,True,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?"
7128,5c53d585d1302b4e6e28edef,1548998021410,2019-02-01 05:13:41,SYSTEM,5c53dd72d1302b4e6e29d6b3,2019-02-01 05:47:30,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?",EKVnTGMw5aagaU,Agent,,129233.0,True,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?"
7249,5c53deddd1302b4e6e29f254,1549000413850,2019-02-01 05:53:33,SYSTEM,5c53e195d1302b4e6e2a5ac5,2019-02-01 06:05:09,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?",DQVCTWMS5aaaaN,Agent,,149579.0,True,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?"
7290,5c53df87d1302b4e6e2a0ffa,1549000583886,2019-02-01 05:56:23,SYSTEM,5c53e30cd1302b4e6e2a8d5e,2019-02-01 06:11:24,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?",EKVnTGMw5aagaU,Agent,,245739.0,True,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?"
7301,5c53e05dd1302b4e6e2a319a,1549000797324,2019-02-01 05:59:57,SYSTEM,5c53e1ded1302b4e6e2a658f,2019-02-01 06:06:22,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?",EKVnTGMw5aagaU,Agent,,43208064.0,True,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?"
7603,5c549fffd1302b4e6e334e97,1549049855589,2019-02-01 19:37:35,SYSTEM,5c54e880d1302b4e6e36a348,2019-02-02 00:46:55,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?",EKVnTGMw5aagaU,Agent,,15472.0,True,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?"
7647,5c54d7a2d1302b4e6e35c105,1549064098071,2019-02-01 23:34:58,SYSTEM,5c54e385d1302b4e6e3649e3,2019-02-02 00:25:41,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?",vquMTGMU5aaUaY,Agent,,34075.0,True,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?"
7716,5c54dc7cd1302b4e6e35f2cd,1549065340332,2019-02-01 23:55:40,SYSTEM,5c54e170d1302b4e6e362c1d,2019-02-02 00:16:48,,May I text you information on where to get anonymous help?,FGV8TqMa5aama!,Agent,,43206225.0,True,,May I text you information on where to get anonymous help?
7742,5c54dc7ed1302b4e6e35f38d,1549065342700,2019-02-01 23:55:42,SYSTEM,5c54e574d1302b4e6e3660d9,2019-02-02 00:33:56,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?",vquMTGMU5aaUaY,Agent,,43212051.0,True,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?"
7771,5c54dce3d1302b4e6e35f686,1549065443243,2019-02-01 23:57:23,SYSTEM,5c54f050d1302b4e6e37404b,2019-02-02 01:20:16,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?",vquMTGMU5aaUaY,Agent,,5265.0,True,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?"
7811,5c54e2b9d1302b4e6e363ad7,1549066937018,2019-02-02 00:22:17,SYSTEM,5c54ee8fd1302b4e6e37213b,2019-02-02 01:12:47,,Are you aware that buying sex is illegal?,DQVCTWMS5aaaaN,Agent,,43208975.0,True,,Are you aware that buying sex is illegal?
7826,5c54e32dd1302b4e6e364515,1549067053974,2019-02-02 00:24:13,SYSTEM,5c54eba4d1302b4e6e36ed74,2019-02-02 01:00:20,,Are you aware that many of the girls who get involved in prostitution are minors?,DQVCTWMS5aaaaN,Agent,,43201055.0,True,,Are you aware that many of the girls who get involved in prostitution are minors?
7846,5c54e79bd1302b4e6e3685b2,1549068187424,2019-02-02 00:43:07,SYSTEM,5c54eb05d1302b4e6e36e02c,2019-02-02 00:57:41,,Are you aware that many of the girls who get involved in prostitution are minors?,DQVCTWMS5aaaaN,Agent,,87677.0,True,,Are you aware that many of the girls who get involved in prostitution are minors?
7848,5c54e79bd1302b4e6e3685b2,1549068187424,2019-02-02 00:43:07,SYSTEM,5c54eb7cd1302b4e6e36ea9f,2019-02-02 00:59:40,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?",DQVCTWMS5aaaaN,Agent,,409096.0,True,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?"
